	created_at	full_text
115	Sat Apr 24 09:02:04 +0000 2021	H Γενοκτονία των Αρμενίων αποτελεί μία από τις πιο ειδεχθείς σελίδες της παγκόσμιας ιστορίας, ζωντανή στη μνήμη των Ελλήνων που συνδέονται με τον αρμενικό λαό με δεσμούς αιώνων. #ArmenianGenocide
116	Fri Apr 23 12:12:27 +0000 2021	Η τροπολογία για το #ακαταδίωκτο των μελών των Επιτροπών του Υπουργείου Υγείας, αποτελεί στυγνή ομολογία ενοχής της κυβέρνησης της ΝΔ για την τραγική διαχείριση της πανδημίας. https://t.co/TnaoLnLKYZ
117	Thu Apr 22 14:28:43 +0000 2021	"Ο κ. Μητσοτάκης έχει πια κουράσει με τις αντιφάσεις και τις αυτοδιαψεύσεις του. Όσα διαγγέλματα και να κάνει, οι πολίτες του έχουν ήδη γυρίσει την πλάτη.
Και του καταλογίζουν ότι για ένα ακόμη Πάσχα στερούνται την ελευθερία τους, εξαιτίας της δικής του ανικανότητας και ανεμελιάς. https://t.co/H9TpX5VetO"
118	Tue Apr 20 12:14:22 +0000 2021	Η εξυγίανση στο χώρο του αθλητισμού και η καταπολέμηση κάθε φαινομένου εξουσιαστικής βίας είναι ευθύνη όλων μας. Και απαιτεί λήψη μέτρων πρωτίστως από την Πολιτεία. Είναι εξίσου κρίσιμο, η νέα γενιά να αγαπήσει τον αθλητισμό και τις αξίες του. https://t.co/WU5ae8Qqpy
119	Tue Apr 20 12:14:22 +0000 2021	Το περιεχόμενο της επιστολής προς την Πρόεδρο της Δημοκρατίας με τις καταγγελίες αθλητριών και αθλητών της ενόργανης γυμναστής μας συγκλόνισε. Όλα όσα καταγγέλλονται πρέπει να ερευνηθούν σε βάθος και να αποδοθούν ευθύνες.
120	Fri Apr 16 11:39:20 +0000 2021	Είναι η ώρα να βάλουμε όλοι μαζί ένα τέλος σε αυτή την τραγωδία και να κοιτάξουμε μπροστά. Δήλωση μετά την ολοκλήρωση της επίσκεψης στο «Σισμανόγλειο». https://t.co/UhQcmqLL3l
121	Fri Apr 16 11:39:19 +0000 2021	Είναι η ώρα να σταματήσουν οι παλινωδίες των αποφάσεων για την αγορά, τα ΜΜΜ, τους χώρους δουλειάς, τα σχολεία. Είναι η ώρα να στηρίξουμε όσο μπορούμε το ΕΣΥ, να αποκτήσουμε ένα σοβαρό σχέδιο επιδημιολογικής επιτήρησης, να πολλαπλασιάσουμε τα τεστ στοχευμένα στις ομάδες πληθυσμού
122	Fri Apr 16 11:39:19 +0000 2021	Εκφράζω την αγωνία μου -που πιστεύω ότι είναι αγωνία της συντριπτικής πλειοψηφίας της ελληνικής κοινωνίας: Αυτό το κακό πρέπει να σταματήσει. Δεν είναι ώρα ούτε για δηλώσεις αβάσταχτης ελαφρότητας των κυβερνητικών παραγόντων, ούτε για επικοινωνιακή διαχείριση του δράματος.
123	Fri Apr 16 11:39:19 +0000 2021	Η κατάσταση στα νοσοκομεία παραμένει δραματική. Κορυφώνεται το δράμα και η τραγωδία. Και το χειρότερο που μπορεί να μας συμβεί είναι να συνηθίσουμε την απώλεια και να αποστρέψουμε το βλέμμα από αυτό το εξελισσόμενο δράμα.
124	Fri Apr 16 11:39:18 +0000 2021	Δεν έχουμε δικαίωμα να ξεχάσουμε τους χιλιάδες ανθρώπους που έχασαν τη ζωή τους, τις οικογένειές τους που θρηνούν, ούτε να κρύβουμε τα νούμερα πίσω από μακάβριες συγκρίσεις και στατιστικές.
125	Fri Apr 16 11:39:18 +0000 2021	Επισκέφτηκα σήμερα το «Σισμανόγλειο» νοσοκομείο και συνομίλησα με τους ανθρώπους της πρώτης γραμμής, γιατρούς και νοσηλευτές, που δίνουν μια ηρωική μάχη. Δεν έχουμε δικαίωμα να τους ξεχάσουμε ούτε σήμερα, ούτε αύριο. https://t.co/D09rCVnKOv
126	Tue Apr 13 20:02:30 +0000 2021	Η πρότασή μας αποτελεί τη βάση για την επόμενη μέρα. Οι επιχειρήσεις και οι εργαζόμενοι πρέπει να νιώσουν ξανά ασφάλεια. Καμία οικονομία δεν μπορεί να ανθίσει σε μια φοβισμένη κοινωνία, που πνίγεται στα χρέη και την αβεβαιότητα. https://t.co/pKkGgmStlb
127	Tue Apr 13 19:58:01 +0000 2021	Δεν μπορούμε να μιλάμε για ανάκαμψη, χωρίς ριζική λύση στο πρόβλημα των χρεών της πανδημίας. Η πλήρης διαγραφή τόκων και προσαυξήσεων καθώς και οι δόσεις θα εφαρμόζονται σε όλους, ακόμη και σε εκείνους που έχουν μείωση εισοδήματος ή τζίρους κάτω από 10%. https://t.co/R3jDDdmoPO
128	Tue Apr 13 19:55:48 +0000 2021	Το σχέδιο του ΣΥΡΙΖΑ - Προοδευτική Συμμαχία για τη βιώσιμη επανεκκίνηση της οικονομίας εκτείνεται σε τρεις βασικούς πυλώνες. https://t.co/QhNs6nuptp
129	Tue Apr 13 19:20:00 +0000 2021	Στους μουσουλμάνους στη χώρα μας και σε όλο τον κόσμο, ευχές για το Ραμαζάνι με ειρήνη, ευτυχία και υγεία. Ramadan Mubarak
130	Tue Apr 13 19:00:59 +0000 2021	Στο δικό μας όραμα, η οικονομία είναι ο πλούτος που παράγεται με τρόπο βιώσιμο και κατανέμεται με τρόπο δίκαιο. Είναι η ανάπτυξη που ενισχύει την κοινωνική συνοχή. Είναι η βελτίωση των συνθηκών ζωής και εργασίας κάθε πολίτη αυτής της χώρας. https://t.co/yBvnOviYum
131	Tue Apr 13 18:52:52 +0000 2021	Ο τρίτος πυλώνας του σχεδίου μας, προβλέπει ένα μόνιμο ολιστικό πλαίσιο διαχείρισης του ιδιωτικού χρέους. Ένα σταθερό πλαίσιο χωρίς ημερομηνία λήξης, που θα καλύπτει όλες τις κατηγορίες οφειλετών και οφειλών και θα επιτρέπει στους πολίτες να απεγκλωβίζονται από τα χρέη τους.
132	Tue Apr 13 18:41:48 +0000 2021	Ο κρίσιμος παράγοντας για την επανεκκίνηση της οικονομίας είναι οι άνθρωποι που αποτελούν τον πυρήνα της. Οι μικρομεσαίες επιχειρήσεις, οι αυτοαπασχολούμενοι, οι ελεύθεροι επαγγελματίες, οι αγρότες. Δηλαδή: Η μεσαία τάξη. Αυτή που χτυπήθηκε περισσότερο μέσα στην πανδημία. https://t.co/Lnu2hSmTkV
133	Tue Apr 13 18:31:16 +0000 2021	"Αυτή είναι μία κατάσταση που δεν αντιμετωπίζεται ούτε με ευχολόγια αλλά ούτε και με τις παλιές συνταγές. Αυτές που μας οδήγησαν στην κρίση της περασμένης δεκαετίας.
Αντιμετωπίζεται μόνο με σχέδιο και με τολμηρές αποφάσεις. https://t.co/8R9JZwyfnG"
134	Tue Apr 13 18:10:53 +0000 2021	Χιλιάδες συμπολίτες μας έχουν χάσει τη ζωή τους. Και σχεδόν σε κάθε σπίτι έχει φωλιάσει η αγωνία για τη ζωή. Δίπλα όμως σε αυτή την αγωνία, αρχίζει να κυριαρχεί και μια άλλη. Η αγωνία για το πως θα ζήσουμε. Η αγωνία για τη δουλειά, το μαγαζί, την επιχείρηση. https://t.co/w4KnjUpc1z
135	Tue Apr 13 15:17:02 +0000 2021	"Οικονομία, κοινωνική συνοχή, ανάπτυξη: Ο δρόμος της επανεκκίνησης.
Παρουσίαση του προγράμματος του ΣΥΡΙΖΑ - Προοδευτική Συμμαχία για τη βιώσιμη επανεκκίνηση της οικονομίας. 
#ΣΥΡΙΖΑ #Προοδευτικη_Συμμαχια

https://t.co/aSxseZKaIk"
136	Mon Apr 12 13:30:00 +0000 2021	"Οικονομία, κοινωνική συνοχή, ανάπτυξη: Ο δρόμος της επανεκκίνησης.

Τρίτη, 13 Απριλίου 2021, στις 18:00. https://t.co/edKQApdkxf"
137	Mon Apr 12 12:57:06 +0000 2021	Στις ασφυκτικές συνθήκες που βιώνουν οι μαθητές &amp; οι οικογένειές τους, προστίθεται και το εκδικητικό νέο σύστημα εισαγωγής στα ΑΕΙ που μειώνει τους εισακτέους κατά 25 χιλιάδες. Ζητάμε από την κυβέρνηση να αναστείλει την εφαρμογή του, τουλάχιστον για φέτος. https://t.co/J0qGePnfkF
138	Mon Apr 12 12:57:06 +0000 2021	Τα Λύκεια ξεκίνησαν τη λειτουργία τους όπως έκλεισαν πριν από περίπου πέντε μήνες. Τα αιτήματα για τον εμβολιασμό των εκπαιδευτικών και για την αραίωση των τμημάτων θα έπρεπε να έχουν υλοποιηθεί πριν από την έναρξη των μαθημάτων. Συνάντηση με το Διοικητικό Συμβούλιο της ΟΛΜΕ. https://t.co/imGrgGhV3g
139	Fri Apr 09 11:01:20 +0000 2021	Καλούμε την κυβέρνηση να αναστείλει την ψήφισή του και να υπάρξει διαβούλευση για να ακουστεί η φωνή των παραγωγών. Τηλεδιάσκεψη με εκπροσώπους των Ομοσπονδιών και των Συλλόγων παραγωγών και επαγγελματιών λαϊκών αγορών. https://t.co/tSHGsGIGi4
140	Fri Apr 09 11:01:19 +0000 2021	Το νομοσχέδιο για τις λαϊκές αγορές είναι εις βάρος των παραγωγών αλλά και των καταναλωτών. Η κυβέρνηση της ΝΔ επιδιώκει την καταδίωξη των αγροτών - παραγωγών από το βασικό πεδίο μέσα από το οποίο έχουν την δυνατότητα για εισόδημα: Τις λαϊκές αγορές. https://t.co/g2DgqUnbC7
141	Wed Apr 07 14:17:53 +0000 2021	Η ατμομηχανή της ελληνικής οικονομίας είναι η μικρομεσαία επιχειρηματικότητα και πρέπει να ενισχυθεί και να εξελιχθεί για να σταθεί στα πόδια της. Η Ελλάδα της επόμενης μέρας πρέπει να στηριχτεί σε δίκαιες και στέρεες βάσεις. https://t.co/bGcL1bVnsi
142	Wed Apr 07 14:17:53 +0000 2021	Η επιλογή της κυβέρνησης για το Ταμείο Ανάκαμψης είναι τα δάνεια να δοθούν αποκλειστικά με τραπεζικά κριτήρια χωρίς την εγγύηση του δημοσίου. Η συντριπτική πλειοψηφία των μικρομεσαίων επιχειρήσεων δεν θα θα έχει τη δυνατότητα να επωφεληθεί από τα περίπου 30 δισ. ευρώ.
143	Wed Apr 07 14:17:52 +0000 2021	Η διαχείριση της πανδημίας από την κυβέρνηση  πολλαπλασιάζει τις επιπτώσεις της στην Υγεία και στην οικονομία. Ο ΣΥΡΙΖΑ προτείνει ένα πλαίσιο μέτρων για τη βιώσιμη επανεκκίνηση της οικονομίας: Ρύθμιση του ιδιωτικού χρέους, ρευστότητα στις επιχειρήσεις, μόνιμο πτωχευτικό πλαίσιο.
144	Tue Apr 06 12:26:21 +0000 2021	Για να μείνει στην αιωνιότητα το έργο κακοποίησης του πολιτισμού που υλοποιεί με επιμονή εδώ και ενάμιση χρόνο. Κυβέρνηση αχρήστων αλλά και βέβηλων συνάμα.
145	Tue Apr 06 12:26:21 +0000 2021	"Στην αρχή νόμιζα ότι ήταν μεταχρονολογημένο πρωταπριλιάτικο αστείο. Δυστυχώς όμως είναι αλήθεια. 

Αφού η κα Μενδώνη έριξε τσιμέντο στην Ακρόπολη, τώρα θέλει να βάλει και μαρμάρινη επιγραφή με το όνομά της σε μνημείο παγκόσμιας πολιτιστικής κληρονομιάς."
146	Tue Apr 06 09:12:01 +0000 2021	"Ο ΣΥΡΙΖΑ έχει την εμπειρία της διακυβέρνησης και την επάρκεια να αντιμετωπίσει με ουσιαστικό τρόπο τα προβλήματα. Με σχέδιο θέλουμε να δημιουργήσουμε τις βάσεις για τη βιώσιμη επανεκκίνηση της οικονομίας και για την ανασυγκρότηση του κοινωνικού κράτους.
https://t.co/HR7EYhAS3Z"
147	Tue Apr 06 09:06:39 +0000 2021	Στις 13 Απριλίου 2021, ο ΣΥΡΙΖΑ - Προοδευτική Συμμαχία θα παρουσιάσει το συνολικό σχέδιό του για τη βιώσιμη επανεκκίνηση της οικονομίας και για τα μέτρα στήριξης της επιχειρηματικότητας. #Συνέντευξη
148	Tue Apr 06 09:06:39 +0000 2021	Το 1/3 των επιχειρήσεων απειλείται με λουκέτο. Πρέπει να υπάρξει διαγραφή μέρους του χρέους που δημιουργήθηκε κατά τη διάρκεια της υγειονομικής κρίσης, γενναίες ρυθμίσεις από τις τράπεζες και ενέσεις ρευστότητας για την επανεκκίνηση.
149	Tue Apr 06 09:06:38 +0000 2021	Δεν μπορεί να είναι προαπαιτούμενο η διάλυση της κοινωνικής συνοχής, για την εκταμίευση των πόρων από το Ταμείο Ανάπτυξης. Βγάλανε τα τεθωρακισμένα απέναντι στους εργαζόμενους. Αυτές τις σκέψεις να τις ξεχάσει η κυβέρνηση. #Συνέντευξη
150	Tue Apr 06 08:56:45 +0000 2021	Το μεγαλύτερο έγκλημα που συμβαίνει στην οικονομία, είναι ότι η κυβέρνηση του κ. Μητσοτάκη τσακίζει τη μεσαία τάξη. Δεν της δίνει καμία ελπίδα για το μέλλον. Τα οικονομικά μέτρα που έχει εφαρμόσει για τον επιχειρηματικό κόσμο, είναι μέτρα - «ασπιρίνες». #Συνέντευξη
151	Tue Apr 06 08:56:44 +0000 2021	Αμφισβητούμε ότι η κυβέρνηση πράττει με βάση όσα εισηγείται η Επιτροπή. Αντιθέτως, θεωρούμε ότι η κυβέρνηση εργαλειοποιεί την Επιτροπή. #Συνέντευξη
152	Tue Apr 06 08:56:44 +0000 2021	Αυτήν την κρίσιμη ώρα η χώρα δεν έχει κυβέρνηση. Δεν μπορεί να εμπιστευτεί κάποιος τον κ. Μητσοτάκη όταν την Παρασκευή το μεσημέρι στη Βουλή μας έλεγε ότι έχει σχέδιο για το άνοιγμα των καταστημάτων και το βραδύ της ίδιας ημέρας αλλάζει τελικά την απόφασή του. #Συνέντευξη
153	Mon Apr 05 19:25:05 +0000 2021	Συνέντευξη στο κεντρικό δελτίο ειδήσεων του τηλεοπτικού σταθμού «Kontra» και τους δημοσιογράφους Γιώργο Μελιγγώνη και Αναστασία Γιάμαλη. https://t.co/92fuIuYTVt
154	Fri Apr 02 13:50:57 +0000 2021	Η κυβέρνηση καταστρέφει το κεφάλαιο ζωής που είναι απαραίτητο για να υπερβεί η χώρα μια τόσο δραματική κρίση: Την εμπιστοσύνη του πολίτη. Ποια εμπιστοσύνη να σας έχουν οι πολίτες κ. Μητσοτάκη όταν παρακολουθούν ζαλισμένοι έναν χορό αντιφάσεων, ανεπάρκειας και ανικανότητας; #Βουλη https://t.co/6pvv6OMOIn
155	Fri Apr 02 13:38:11 +0000 2021	Η Ελλάδα μετά την πανδημία θα πρέπει να ξεκινήσει έναν δρόμο ανηφορικό, αλλά που οδηγεί σε διέξοδο. Φοβάμαι κ. Μητσοτάκη ότι όχι μόνο δεν είστε σε θέση, αλλά με τον σχεδιασμό και τον βηματισμό σας, θα μας οδηγήσετε σε μεγάλες περιπέτειες. #Βουλη #Vouli
156	Fri Apr 02 13:38:11 +0000 2021	Σύμφωνα με την Eurostat, οι εργαζόμενοι στην Ελλάδα έχουν την τρίτη μεγαλύτερη μείωση εισοδήματος- μετά και τα μέτρα της κυβέρνησης- στην Ευρώπη. Οι χαμηλόμισθοι έχουν τη δεύτερη μεγαλύτερη μείωση εισοδήματος στην Ευρώπη. #Βουλη #Vouli
157	Fri Apr 02 13:38:10 +0000 2021	Η οικονομία είναι βαριά τραυματισμένη. Η ύφεση στη χώρα μας το 2020 έφτασε στο 8,2%- η τρίτη χειρότερη στην Ευρωζώνη. Το δημόσιο χρέος εκτινάχθηκε. Δεν υπήρξε καμία ουσιαστική ενίσχυση στον ιδιωτικό τομέα, μόνο ελάχιστα επιδόματα σε εργαζόμενους &amp; δάνεια σε επιχειρήσεις. #Βουλη
158	Fri Apr 02 12:21:56 +0000 2021	"Δευτερολογία στη Βουλή για την αντιμετώπιση της πανδημίας και των επιπτώσεών της στην οικονομία.
#Βουλη #Vouli 
https://t.co/8I7Fb6p0XT"
159	Fri Apr 02 11:37:42 +0000 2021	Οι ελλείψεις στα εμβόλια είναι μία μεγάλη αποτυχία της ΕΕ. Βάσισε όλη τη στρατηγική της στο business plan λίγων φαρμακοβιομηχανιών. Η δική σας ευθύνη κ. Μητσοτάκη είναι ότι φερθήκατε σαν παρατηρητής. Δεν αναζητήσατε λύσεις. #Βουλη #Vouli
160	Fri Apr 02 11:37:42 +0000 2021	Κάθε μέρα η κυβέρνησή σας κ. Μητσοτάκη «προετοιμάζει» το λάθος της επόμενης. Τραγικά λάθη στη στρατηγική. Στα 1.000 κρούσματα #lockdown, στα 4.500 κρούσματα άνοιγμα δραστηριοτήτων. Ο ένας Υπουργός να λέει «κλείνουμε», ο άλλος να λέει «ανοίγουμε». Το ίδιο και με τα εμβόλια. #Βουλη
161	Fri Apr 02 11:26:00 +0000 2021	Η ανεπάρκεια, η διαχειριστική ανικανότητα του περίφημου «επιτελικού κράτους», οι ιδεοληψίες, η εχθρότητα ακόμα και στην ιδέα του ΕΣΥ και του κοινωνικού κράτους, η προσφυγή στη βία των λόγων και των έργων, έχουν καταστήσει την κυβέρνηση της ΝΔ σε πολλαπλασιαστή της κρίσης. #Βουλη
162	Fri Apr 02 11:26:00 +0000 2021	Είναι λυπηρό αυτό που συμβαίνει τον τελευταίο καιρό: Από τη μια μεριά η κοινωνία, οι φορείς των εργαζομένων και των μικρομεσαίων, οι άνθρωποι της πρώτης γραμμής, ο κόσμος που αναζητά λύσεις. Και από την άλλη, ο «θαυμαστός κόσμος» του κ. Μητσοτάκη και της κυβέρνησής του. #Βουλη
163	Fri Apr 02 09:27:35 +0000 2021	"Ομιλία στη Βουλή για την αντιμετώπιση της πανδημίας και των επιπτώσεών της στην οικονομία.
#Βουλή #vouli 
https://t.co/eWg252qq5V"
164	Wed Mar 31 14:56:02 +0000 2021	Οι αντιφάσεις της κυβέρνησης στη διαχείριση της πανδημίας οδηγούν τον κλάδο της εστίασης στην οικονομική εξόντωση. Ο ΣΥΡΙΖΑ - Προοδευτική Συμμαχία προτείνει μια στοχευμένη δέσμη μέτρων για τη βιώσιμη επανεκκίνηση των επιχειρήσεων. Συνάντηση με εκπροσώπους του «EstiasiGreece». https://t.co/AjHhZOsUDM
165	Tue Mar 30 15:39:33 +0000 2021	Όσες δίκες και να τάξει η ΝΔ στη διαπλοκή, όσους αντιπερισπασμούς και να δημιουργήσει, σε λίγο δεν θα μπορεί να αναχαιτίσει την οργή. Η ανικανότητα και η αποτυχία στη διαχείριση της κρίσης, η αλαζονεία, ο αυταρχισμός &amp; η αντιδημοκρατική πρακτική, δημιουργούν ένα εκρηκτικό μείγμα.
166	Tue Mar 30 15:21:29 +0000 2021	Είμαστε περήφανοι διότι επί κυβέρνησης ΣΥΡΙΖΑ αποκαταστάθηκε η συνταγματική νομιμότητα, μετά από δεκαετίες ραδιοτηλεοπτικής ανομίας, ασυδοσίας και πειρατείας, που στέρησε έσοδα από το ελληνικό δημόσιο. #Βουλη #Vouli
167	Tue Mar 30 15:06:46 +0000 2021	Αν η ΝΔ θέλει να στήσει ειδικό δικαστήριο διότι η κυβέρνηση ΣΥΡΙΖΑ έβαλε τους καναλάρχες να πληρώσουν, τότε ας προχωρήσει. Δεν πρόκειται όμως και να απολογηθούμε επειδή προστατέψαμε το δημόσιο συμφέρον. #Βουλη #Vouli
168	Tue Mar 30 14:37:31 +0000 2021	Αντί η κυβέρνηση της ΝΔ να σκύψει με προσοχή και ευθύνη πάνω από τα προβλήματα που η κρίση δημιουργεί και η πολιτική της πολλαπλασιάζει, επιχειρεί να μετατρέψει τη Βουλή και τη Δικαιοσύνη σε πλυντήρια της πολιτικής της και σε εργαλεία σπίλωσης και δίωξης πολιτικών της αντιπάλων.
169	Tue Mar 30 14:34:05 +0000 2021	"Η κυβέρνηση της ΝΔ έχει βάλει τη χώρα στον αυτόματο πιλότο μιας ατελέσφορης και αναποτελεσματικής πεντάμηνης καραντίνας.
Έχει αφήσει το ΕΣΥ απροστάτευτο, ενώ δεκάδες πολίτες περιμένουν στη λίστα αναμονής, πρόχειρα διασωληνωμένοι στους θαλάμους με φορητούς αναπνευστήρες. #Βουλη"
170	Tue Mar 30 13:18:49 +0000 2021	"Ομιλία στη Βουλή στη συζήτηση «για σύσταση Ειδικής Κοινοβουλευτικής Επιτροπής προς διενέργεια προκαταρκτικής εξέτασης για τον πρώην Υπουργό Νίκο Παππά». #Βουλη #Vouli
https://t.co/DeyT7LHFbI"
171	Thu Mar 25 12:22:49 +0000 2021	Έχουμε μπροστά μας μια μάχη που πρέπει να κερδηθεί. Ώστε η επόμενη μέρα, να μας βρει όλους ενωμένους και αποφασισμένους για να χτίσουμε την Ελλάδα που αξίζει στις επόμενες γενιές. https://t.co/aSQH0jOCRw
172	Thu Mar 25 12:22:48 +0000 2021	Στέλνω την αλληλεγγύη και τη στήριξή μου στους υγειονομικούς. Καλώ κάθε πολίτη να βρει δύναμη και κουράγιο για να ξεπεράσουμε τα δύσκολα.
173	Thu Mar 25 12:22:48 +0000 2021	Οι ήρωες της εποχής μας είναι όσοι και όσες σήμερα δίνουν τη μάχη στα νοσοκομεία. Οι γιατροί και οι νοσηλευτές που σώζουν ζωές. Αυτοί που κρατούν μια χώρα όρθια απέναντι στον φονικό ιό, αυτοί που τιμούν τον όρκο τους απέναντι στην επιστήμη και την ίδια τους την πατρίδα.
174	Thu Mar 25 12:22:47 +0000 2021	Η ιστορία μας έχει διδάξει ότι οι μεγάλες νίκες είναι υπόθεση των απλών ανθρώπων, αυτών που με αυτοθυσία και αυταπάρνηση υπηρετούν έναν σκοπό ανώτερο και από την ίδια τους τη ζωή.
175	Thu Mar 25 12:22:47 +0000 2021	Στα 200 χρόνια από την Επανάσταση, η πατρίδα μας δίνει μια ακόμα μεγάλη μάχη. Μια μάχη ζωής, για να κερδίσει ξανά την ελπίδα και την προοπτική.
176	Thu Mar 25 12:22:46 +0000 2021	Σήμερα είναι μια μέρα μνήμης και υπερηφάνειας για κάθε Ελληνίδα και κάθε Έλληνα όπου γης. Η επαναστατική και δημοκρατική παρακαταθήκη του Εικοσιένα είναι αυτή που πότισε τους πολιτικούς μας θεσμούς, την ιστορική μας συνείδηση και τη συλλογική μας μνήμη.
177	Wed Mar 24 13:28:05 +0000 2021	Αξίζει να την καταλάβουμε, για να ερμηνεύσουμε όχι την Ιστορία αλλά το σήμερα και το αύριο. Κυρίως όμως, οφείλουμε να την ολοκληρώσουμε. Άρθρο στην «Εφημερίδα των Συντακτών» @EFSYNTAKTON.  https://t.co/JmFtQrjMIe
178	Wed Mar 24 13:28:04 +0000 2021	Αυτή τη δημοκρατική παρακαταθήκη, που πότισε τους πολιτικούς μας θεσμούς, την ιστορική μας συνείδηση και τη συλλογική μας μνήμη, αξίζει πρώτα από όλα να την αναγνωρίσουμε, ως βασικό στοιχείο της συλλογικής μας ταυτότητας στους αιώνες.
179	Wed Mar 24 13:28:04 +0000 2021	Πολλά είναι αυτά που έχουν επιτευχθεί στα διακόσια χρόνια που μεσολάβησαν από το Εικοσιένα. Αλλά υπάρχουν και προτάγματα που δεν έχουν ολοκληρωθεί.
180	Wed Mar 24 13:28:04 +0000 2021	Όλοι οι αγώνες που ακολούθησαν, δικαιωμένοι και ανεκπλήρωτοι, μας θυμίζουν πως η πολιτική παρακαταθήκη του Εικοσιένα αναδύεται ξανά και ξανά. Κι εκεί που συχνά όλα μοιάζουν να έχουν τελειώσει, ο λαός βγαίνει και πάλι στο προσκήνιο παίρνοντας την Ιστορία στα χέρια του.
181	Tue Mar 23 16:55:39 +0000 2021	Δήλωναν ότι εντός των πρώτων ημερών της κυβέρνησης της ΝΔ θα ξεκινούσαν τα έργα στο «Ελληνικό». Σχεδόν 20 μήνες μετά, το μόνο που είδαμε ήταν τον κ. Μητσοτάκη να διαφημίζει μια κατεδάφιση κτιρίου. Αν οι υποσχέσεις &amp; τα λόγια τους για το «Ελληνικό» ήταν τούβλα, θα το είχαν χτίσει.
182	Tue Mar 23 16:55:39 +0000 2021	Κατά τη διάρκεια της κυβέρνησης ΣΥΡΙΖΑ, η ΝΔ και ο κ. Μητσοτάκης έκαναν αντιπολιτευτική τους «σημαία» το «Ελληνικό». Ένα έργο που προχωρούσαμε με έγνοια το δημόσιο συμφέρον. #Βουλη #Vouli
183	Tue Mar 23 16:36:18 +0000 2021	Η σύμβαση με τη #Cisco αποδεικνύει ότι και δύο εκατομμύρια ευρώ δόθηκαν με αναθέσεις αλλά κυρίως δόθηκαν «δώρο» στην εταιρεία τα προσωπικά δεδομένα 1,5 εκατ. χρηστών. Πρόκειται για ένα τεράστιο σκάνδαλο. #Βουλη #Vouli https://t.co/AHZ2BFmv4A
184	Tue Mar 23 16:31:11 +0000 2021	Εδώ και πολλούς μήνες, τα κόμματα της αντιπολίτευσης ζητούν από την Υπουργό Παιδείας να δώσει στη δημοσιότητα τη συμφωνία με τη #Cisco. Αναγκάστηκε, λόγω του Ελεγκτικού Συνεδρίου, να τη δημοσιεύσει στο site του Υπουργείου. #Βουλη #Vouli
185	Tue Mar 23 16:06:55 +0000 2021	Ενώ τα νοσοκομεία βρίσκονται στο «κόκκινο», τώρα η κυβέρνηση τρέχει να επιστρατεύσει 200 ιδιώτες γιατρούς. Δεν είναι δυνατόν, αυτές τις κρίσιμες ώρες, ο Υπουργός Υγείας να ισχυρίζεται ότι δεν υπάρχουν γιατροί να προσλάβει. #Βουλη #Vouli https://t.co/MAzIdsqZVZ
186	Tue Mar 23 15:54:44 +0000 2021	Αντί η κυβέρνηση να φροντίσει με συντεταγμένο τρόπο να ελεγχθούν οι πολίτες, τους λέει «πηγαίνετε στα φαρμακεία και βγάλτε άκρη με τα τεστ». Η ατομική ευθύνη πρέπει τώρα να μετατραπεί σε ατομική ενοχή. Η έννοια της συλλογικής υγειονομικής προστασίας, γίνεται ατομική υπόθεση.
187	Tue Mar 23 15:42:48 +0000 2021	Σας λέμε κύριοι της κυβέρνησης: Βγείτε για λίγο έξω από τον κόσμο σας. Απευθυνθείτε και δώστε απαντήσεις για τη διαχείριση της πανδημίας στους πολίτες. #Βουλη #Vouli
188	Tue Mar 23 15:42:48 +0000 2021	Αν παρακολουθήσει κάποιος τις παρεμβάσεις του Πρωθυπουργού και των στελεχών της κυβέρνησης, θα διαπιστώσει ότι επαναλαμβάνουν μονότονα, δύο πράγματα: «Πετυχημένη η διαχείρισή μας στην πανδημία» και «για ό,τι πάει στραβά φταίει ο ΣΥΡΙΖΑ». #Βουλη #Vouli
189	Tue Mar 23 13:19:58 +0000 2021	Ομιλία στη Βουλή στη συζήτηση για την κύρωση σύμβασης για το «Ελληνικό». #Βουλη #Vouli https://t.co/NEF6duIzy8
190	Mon Mar 22 11:16:07 +0000 2021	"Η κυβέρνηση, αφού δεν προχώρησε σε προσλήψεις, σήμερα τρέχει χωρίς σχέδιο να ανακοινώσει την επίταξη υπηρεσιών ιδιωτών γιατρών. Προφανώς πρέπει όλοι να συνδράμουν - να δείξουν αλληλεγγύη. Την ίδια ώρα όμως διατηρεί τα ιδιωτικά νοσηλευτήρια «covid free». 
https://t.co/K8Yz8KdlSP"
191	Mon Mar 22 11:16:06 +0000 2021	"Επίσκεψη στο Νοσοκομείο «Ερυθρός Σταυρός». 
Τα Νοσοκομεία της Αττικής παρουσιάζουν εικόνα κατάστασης πολέμου. Δεν έχουν καταρρεύσει λόγω της υπεράνθρωπης προσπάθειας του ιατρικού και του νοσηλευτικού προσωπικού. https://t.co/T6OXAjn9A8"
192	Sun Mar 21 12:37:47 +0000 2021	"Ο Αμίρ, η Φαρίμπα και τα υπόλοιπα παιδιά της Ριτσώνας, είναι τα παιδιά μας. Γι’ αυτούς και για όλα τα παιδιά που ζουν και μεγαλώνουν στην Ελλάδα, αξίζει μια χώρα ισότητας, αλληλεγγύης και ανθρωπιάς. 
Μία χώρα στην οποία το δηλητήριο του ρατσισμού θα μένει έξω από τα σύνορά της. https://t.co/2U7p4lgYBe"
